Index,Record,Filename,Name,URL,Group,Library,Calcite,Chlorite,Dolomite,Goethite,Gypsum,Hematite,Illite+Muscovite,Kaolinite,Montmorillonite,Vermiculite,Iron Oxide,Clay,Carbonate,Sulfate,Sulfide,Artifical Materials,Vegetation,Coating,Biotite
212,5682,group.2um/talc+carbonate.parkcity,Dolomit+Calcite+Talc PC99-1E W1R1Fc,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Dolomit+Calcite+Talc_PC99-1E_ASDFRc_AREF.html,2,splib06,0.33,,0.33,,,,,,,,,,,,,,,,
213,5568,group.2um/carbonate_calcite+0.2Ca-mont,Calcite.8+Ca-Montmor.2 AMX15 W1R1BbS,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Calcite.8+Ca-Montmor.2_AMX15_BECKb_AREF.html,2,splib06,0.796,,,,,,,,0.17,,,,,,,,,,
214,5922,group.2um/carbonate_magnesite,Magnesite+Hydroma HS47.3B W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Magnesite+Hydromag_HS47.3B_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,-1,,,,,,
215,666,group.2um/carbonate_calcite,Calcite WS272 W1R1Ha,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Calcite_WS272_ASDNGa_AREF.html,2,sprlb06,0.995,,,,,,,,,,,,,,,,,,
216,5532,group.2um/carbonate_calcite+dolomite.5,Calcite+Dolomite.5 AMX8 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Calcite.5+Dolomite.5_AMX8_BECKb_AREF.html,2,splib06,0.497,,0.498,,,,,,,,,,,,,,,,
217,5694,group.2um/carbonate_dolo+.5ca-mont,Dolomite.50+Ca-Montmor AMX10 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Dolomite.5+Ca-Mont.5_AMX10_BECKb_AREF.html,2,splib06,,,0.5,,,,,,0.42,,,,,,,,,,
218,5514,group.2um/calcite.25+dolom.25+Na-mont.5,Calc.25+dolo.25+mont.5 AMX18 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Calc.25+Dolo.25+Na-Mon_AMX18_BECKb_AREF.html,2,splib06,0.249,,0.249,,,,,,0.42,,,,,,,,,,
219,5508,group.2um/carbonate_calcite.25+dolom.25+Ca-mont.5,Calc.25+Dolo.25+Ca-Mon AMX7 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Calc.25+Dolo.25+Ca-Mont_AMX7_BECKb_AREF.html,2,splib06,0.249,,0.249,,,,,,0.42,,,,,,,,,,
220,4560,group.2um/carbonate_siderite,Siderite HS271.3B W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Siderite_HS271.3B_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,-1,,,,,,
221,3558,group.2um/smectite_nontronite_swelling,Nontronite NG-1.a W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Nontronite_NG-1.a_BECKb_AREF.html,2,splib06,,,,,,,,,-1,,,,,,,,,,
222,696,group.2um/clay_hectorite,Hectorite SHCa-1.Ac-B W1R1Hb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Hectorite_SHCa-1.Ac-B_BECKb_AREF.html,2,sprlb06,,,,,,,,,-1,,,,,,,,,,
223,702,group.2um/saponite.or.talc,Saponite SapCa-1.AcB W1R1Hb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Saponite_SapCa-1.AcB_BECKb_AREF.html,2,sprlb06,,,,,,,,,-1,,,,,,,,,,
224,690,group.2um/sepiolite,Sepiolite SepNev-1.AcB W1R1Ha,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Sepiolite_SepNev-1.AcB_BECKa_AREF.html,2,sprlb06,,,,,,,,,,,,,,,,,,,
225,5574,group.2um/calcite+0.2Na-mont,Calcite.80+Mont_Swy-1 GDS212 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Calcite.80+Mont_Swy-1_GDS212_BECKa_AREF.html,2,splib06,0.796,,,,,,,,0.17,,,,,,,,,,
226,5526,group.2um/calcite+0.5Ca-mont,Calcite+.50Ca-Mont AMX6 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Calcite.5+.Ca-Mont.5_AMX6_BECKb_AREF.html,2,splib06,0.497,,,,,,,,0.42,,,,,,,,,,
227,5520,group.2um/carbonate_calcite+0.3muscovite,Calcite+.33Muscov AMX5 Ruby W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Calcite+.33Muscov_AMX5_Ruby_BECKa_AREF.html,2,splib06,0.667,,,,,,0.33,,,,,,,,,,,,
228,30,group.2um/organic_drygrass+.17Na-mont,Grass_dry+0.17%Na-Mont AMX35 W1R1Ba AREF,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Grass_dry.83+.17NaMont_AMX35_BECKb_AREF.html,2,sprlb06,,,,,,,,,0.14,,,,,,,,,,
229,5688,group.2um/carbonate_dolomite.5+Na-mont.5,Dolomite.5+Na-mont.5 AMX21 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Dolomite.5+Na-Mont.5_AMX21_BECKb_AREF.html,2,splib06,,,0.498,,,,,,0.42,,,,,,,,,,
230,5544,group.2um/carbonate_smectite_calcite.33+Ca-mont.67,Calcite.33+Ca-mont.67 AMX19 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Calcite.33+Ca-Mont.67_AMX19_BECKb_AREF.html,2,splib06,0.328,,,,,,,,0.66,,,,,,,,,,
231,5580,group.2um/carbonate_calcite+0.2kaolwxl,Calcite.80wt+Kaol_CM9 GDS213 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Calcite.80wt+Kaol_CM9_GDS213_BECKa_AREF.html,2,splib06,0.796,,,,,,,0.19,,,,,,,,,,,
232,5562,group.2um/carbonate_calcite0.7+kaol0.3,Calcite.7+Kaolwxl.3 AMX9 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Calcite.7+Kaolin-wxl.3_AMX9_BECKa_AREF.html,2,splib06,0.696,,,,,,,0.19,,,,,,,,,,,
233,1314,group.2um/phyllosilicate.clintonite,Clintonite NMNH126553 W1R1Bc,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Clintonite_NMNH126553_BECKc_AREF.html,2,splib06,,,,,,,-1,,,,,,,,,,,,
234,3870,group.2um/palygorskite,Palygorskite PFL-1 Attapulg W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Palygorskite_PFL-1_Attapulg_BECKb_AREF.html,2,splib06,,,,,,,-1,,,,,,,,,,,,
235,5298,group.2um/zoisite,Zoisite HS347.3B W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Zoisite_HS347.3B_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,
236,1626,group.2um/elbaite,Elbaite NMNH94217-1.c <74 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Elbaite_NMNH94217-1.c_lt74_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,
237,1824,group.2um/hydroxide_gibbsite,Gibbsite WS214 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Gibbsite_WS214_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,
238,3546,group.2um/nitrate_niter,Niter GDS43 (K-Saltpeter) W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Niter_GDS43_(K-Saltpeter)_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,
239,5040,group.2um/topaz,Topaz Mt._Antero_#5 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Topaz_Mt_Antero_%235_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,
240,4278,group.2um/carbonate_rhodochrosite,Rhodochrosite HS338.3B W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Rhodochrosite_HS338.3B_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,-1,,,,,,
241,5268,group.2um/carbonate_witherite,Witherite HS273.3B W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Witherite_HS273.3B_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,-1,,,,,,
242,4026,group.2um/prehnite,Prehnite GDS613.a <60um =aa_,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Prehnite_GDS613.a_lt60um_ASDFRa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,
243,3126,group.2um/prehnite+muscovite,Mizzonite BM1931 12 Scapolte W1R1Bc,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Mizzonite_BM1931-12_Scapolte_BECKc_AREF.html,2,splib06,,,,,,,0.1,,,,,,,,,,,,
244,3978,group.2um/borate_pinnoite,Pinnoite NMNH123943 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Pinnoite_NMNH123943_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,
245,3996,group.2um/polyhalite,Polyhalite NMNH92669-4 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Polyhalite_NMNH92669-4_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,
246,4368,group.2um/rivadavite,Rivadavite NMNH170164 Amph W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Rivadavite_NMNH170164_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,
247,2298,group.2um/howlite,Howlite GDS155 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Howlite_GDS155_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,
248,5190,group.2um/ulexite,Ulexite HS441.3B W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Ulexite_HS441.3B_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,
249,6114,group.2um/white.crust.starkeyite,White_Crust LV30 starkeyite W1R1Fc,https://crustal.usgs.gov/speclab/data/HTMLmetadata/White_Crust_LV30_starkeyite_ASDFRc_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,
250,414,group.2um/zeolite_analcime,Analcime GDS1 Zeolite W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Analcime_GDS1_Zeolite_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,
251,834,group.2um/hydroxide_brucite,Brucite HS247.3B W1R1Bc,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Brucite_HS247.3B_BECKc_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,
252,942,group.2um/chloride_carnallite,Carnallite NMNH98011 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Carnallite_NMNH98011_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,
253,1320,group.2um/borate_colemanite,Colemanite GDS143 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Colemanite_GDS143_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,
254,1470,group.2um/datolite,Datolite HS442.3B W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Datolite_HS442.3B_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,
255,2310,group.2um/hydrogrossular,Hydrogrossular NMNH120555 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Hydrogrossular_NMNH120555_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,
256,2862,group.2um/micagrp_lepidolite,Lepidolite NMNH88526-1 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Lepidolite_NMNH88526-1_BECKa_AREF.html,2,splib06,,,,,,,-1,,,,,,,,,,,,
257,2976,group.2um/micagrp_margarite,Margarite GDS106 W1R1Bc,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Margarite_GDS106_BECKc_AREF.html,2,splib06,,,,,,,-1,,,,,,,,,,,,
258,3012,group.2um/sulfate_mascagnite,Mascagnite GDS65.b (fr) W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Mascagnite_GDS65.b_(fr)_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,-1,,,,,
259,3114,group.2um/sulfate_mirabilite-wet_soil,Mirabilite GDS150 Na2SO4 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Mirabilite_GDS150_Na2SO4_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,-1,,,,,
260,3474,group.2um/zeolite_natrolite,Natrolite HS169.3B Zeolite W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Natrolite_HS169.3B_Zeolite_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,
261,4338,group.2um/richterite,Richterite NMNH150800 HCl W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Richterite_NMNH150800_HCl_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,
262,1152,group.2um/serpentine_chrysotile.coarse-fibrous,Chrysotile ML99-12A Coar Fib W1R1Fb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Chrysotile_ML99-12A_Coar_Fib_ASDFRb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,
263,1158,group.2um/serpentine_chrysotile.med-fine-fibrous,Chrysotile ML99-12C Fine Fib W1R1Fb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Chrysotile_ML99-12C_Fine_Fib_ASDFRb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,
264,1146,group.2um/serpentine_chrysotile.fine-fibrous,Chrysotile HS323.1B W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Chrysotile_HS323.1B_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,
265,1440,group.2um/serpentine_cronstedtite,Cronstedtite M3542 =bb_,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Cronstedtite_M3542_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,
266,4380,group.2um/micagrp_illite.roscoelite,Roscoelite EN124 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Roscoelite_EN124_BECKb_AREF.html,2,splib06,,,,,,,0.15,,,,,,,,,,,,
267,4764,group.2um/carbonate_strontianite,Strontianite HS272.3B W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Strontianite_HS272.3B_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,-1,,,,,,
268,4788,group.2um/sulfate_syngenite,Syngenite GDS139 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Syngenite_GDS139_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,-1,,,,,
269,1134,group.2um/chrysocolla,Chrysocolla HS297.3B W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Chrysocolla_HS297.3B_ASDFRb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,
270,720,group.2um/carbonate_azurite,Azurite WS316 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Azurite_WS316_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,-1,,,,,,
271,2964,group.2um/carbonate_malachite,Malachite HS254.3B W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Malachite_HS254.3B_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,-1,,,,,,
272,6522,group.2um/cyanide-CdK,Cyanide_Cadmium_Potassium W2R4Na RREF,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Cyanide_Cadmium_Potassium_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,
273,6528,group.2um/cyanide-NiK,Cyanide_Nickel_Potassium W2R4Na RREF,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Cyanide_Nickel_Potassium_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,
274,6534,group.2um/cyanide-trihydrate,Cyanide_Trihydrate CT1 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Cyanide_Trihydrate_CT1_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,
275,6552,group.2um/cyanide-KFe,Cyanide_Potassium_Ferro W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Cyanide_Potassium_Ferro_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,
276,6540,group.2um/cyanide-ZnK,Cyanide_Zinc_Potassium W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Cyanide_Zinc_Potassium_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,
277,6690,group.2um/organic_plastic.grnhs.roof,Plastic GGA-54 Grnhouse Roof W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Plastic_GGA-54_Grnhouse_Roof_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,,1,-1,,,
278,6606,group.2um/organic_benzene+montswy,Montmorill+Benzene SWy 1ml W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Montmorill+Benzene_SWy_1ml_BECKa_AREF.html,2,splib06,,,,,,,,,0.756,,,,,,,-1,,,
279,6624,group.2um/organic_trichlor+montswy,Montmorill+Trichlor SWy 1ml W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Montmorill+Trichlor_SWy_1ml_BECKa_AREF.html,2,splib06,,,,,,,,,0.756,,,,,,,-1,,,
280,6618,group.2um/organic_toluene+montswy,Montmorill+Toluene SWy .5ml W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Montmorill+Toluene_SWy_.5ml_BECKa_AREF.html,2,splib06,,,,,,,,,0.798,,,,,,,-1,,,
281,6630,group.2um/organic_unleaded.gas+montswy,Montmorill+Unleaded_Gas SWy W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Montmorill+Unleaded_Gas_SWy_BECKa_AREF.html,2,splib06,,,,,,,,,0.756,,,,,,,-1,,,
282,6612,group.2um/organic_tce+montswy,Montmorill+TCE SWy saturated W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Montmorill+TCE_SWy_saturated_BECKa_AREF.html,2,splib06,,,,,,,,,0.756,,,,,,,-1,,,
283,5310,group.2um/zunyite,Zunyite GDS-241B <150um W1R1B?,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Zunyite_GDS241B_lt150um_BECKu_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,
284,7008,group.2um/sulfate-mix_gypsum.trace.dust+debris-WTC01-2,WTC_Dust_Debris WTC01-2 W1R1Fa,https://crustal.usgs.gov/speclab/data/HTMLmetadata/WTC_Dust_Debris_WTC01-2_ASDFRa_AREF.html,2,splib06,,,,,0.1,,,,,,,,,,,-1,,,
285,7014,group.2um/sulfate-mix_gypsum.trace.dust+debris-WTC01-28,WTC_Dust_Debris WTC01-28 W1R1Fa,https://crustal.usgs.gov/speclab/data/HTMLmetadata/WTC_Dust_Debris_WTC01-28_ASDFRa_AREF.html,2,splib06,,,,,0.1,,,,,,,,,,,-1,,,
286,6498,group.2um/chrysotile.gypsum.wtc01-8,Coated_Steel_Girder WTC01-8 W1R1Fa,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Coated_Steel_Girder_WTC01-8_ASDFRa_AREF.html,2,splib06,,,,,0.1,,,,,,,,,,,-1,,,
287,4008,group.2um/portlandite,Portlandite GDS525 Ca(OH)2 W1R1Fa,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Portlandite_GDS525_Ca(OH)2_ASDFRa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,
288,234,group.2um/nitrate_potassium,Potassium Nitrate GDS43,No available USGS Spectral Library 7 Description Reference,2,sprlb06,,,,,,,,,,,,,,,,,,,
289,240,group.2um/nitrate_sodium,Sodium Nitrate GDS883,No available USGS Spectral Library 7 Description Reference,2,sprlb06,,,,,,,,,,,,,,,,,,,
290,624,group.2um/micagrp_vermiculite_GDS458,Vermiculite GDS458 W1R1Hc,No available USGS Spectral Library 7 Description Reference,2,sprlb06,,,,,,,,,,0.16,,,,,,,,,
291,630,group.2um/micagrp_vermiculite_ALB4SA00,Vermiculite ALB4SA00 W1R1Hc,No available USGS Spectral Library 7 Description Reference,2,sprlb06,,,,,,,,,,0.26,,,,,,,,,
292,636,group.2um/micagrp_vermiculite_WS682,Vermiculite WS682 W1R1Hc,No available USGS Spectral Library 7 Description Reference,2,sprlb06,,,,,,,,,,0.68,,,,,,,,,
293,642,group.2um/micagrp_vermiculite_WS681,Vermiculite WS681 W1R1Hc,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Vermiculite_WS681_BECKc_AREF.html,2,sprlb06,,,,,,,,,,0.42,,,,,,,,,
294,1008,group.2um/methane-gas-2.37um-experimental,CO2+O2+CH4 TRANSM ModtranZ20 r06crj3a=,No available USGS Spectral Library 7 Description Reference,2,sprlb06,,,,,,,,,,,,,,,,,,,
